buyer_id,supplier_id,to_airport,from_airport,flight_type,journey_type,pax,costprice,markup,selling_price,booking_date,payment_method,refund_status,refund_amount,channel_of_booking,booking_status,travel_date,cashback,coupon_redeem,Coupon USed?
334,5,MAA,DEN,International,round trip,1,37162,11479,48641,02-09-2024,PayPal,No,0,Web,confirmed,06-09-2024,0,0,No
322,3,BOM,ATL,International,one way,2,32234,9957,42191,21-06-2024,Bank Transfer,No,0,Web,confirmed,01-07-2024,4.123560852,0,No
276,3,HYD,PNQ,International,round trip,5,17832,5509,23341,01-09-2024,PayPal,Yes,0,Web,confirmed,09-09-2024,9.616952774,0,No
178,3,MAA,BOM,Domestic,one way,5,9064,2800,11864,14-06-2024,Bank Transfer,Yes,554.992622,Web,confirmed,18-06-2024,8.06958909,0,No
4,1,ORD,HYD,International,one way,3,33488,10345,43833,02-06-2024,Credit Card,Yes,762.5901021,Web,confirmed,12-06-2024,11.08805509,0,No
446,5,ORD,HYD,International,round trip,3,22847,7058,29905,20-03-2024,Debit Card,Yes,81.94470381,Web,confirmed,06-08-2024,0,0,No
286,1,DEN,CCU,International,one way,4,28496,8803,37299,17-03-2024,Debit Card,Yes,1018.378971,Android,confirmed,20-03-2024,14.80722358,0,No
209,5,JFK,DFW,International,round trip,1,27611,8529,36140,14-03-2024,Credit Card,Yes,0,Web,confirmed,28-07-2024,0,0,No
211,5,CCU,JFK,International,round trip,1,13630,4211,17841,08-04-2024,Credit Card,Yes,696.5347132,Web,confirmed,26-04-2024,0,0,No
420,1,HYD,SFO,International,round trip,2,19550,6039,25589,10-09-2024,Bank Transfer,Yes,0,Web,cancelled,16-09-2024,9.194166066,0,No
498,1,DFW,AMD,International,one way,4,11464,3542,15006,21-06-2024,PayPal,Yes,129.0890253,Web,confirmed,04-07-2024,1.876953583,0,No
412,1,GOI,CCU,International,one way,1,27912,8622,36534,27-06-2024,PayPal,Yes,471.7934856,Android,failed,10-07-2024,6.859874192,0,No
108,1,CCU,JAI,International,round trip,5,24563,7588,32151,12-05-2024,Debit Card,Yes,965.4181182,Web,confirmed,07-11-2024,14.03717312,39.09982632,Yes
434,1,LAX,BLR,International,round trip,4,17969,5551,23520,11-07-2024,PayPal,Yes,917.6295259,Android,failed,21-07-2024,13.3423273,0,No
216,5,BOM,JAI,International,one way,5,15452,4774,20226,26-07-2024,Credit Card,No,0,Android,confirmed,24-08-2024,0,0,No
288,3,JFK,HYD,International,round trip,3,27110,8374,35484,27-04-2024,Debit Card,No,0,Web,confirmed,15-05-2024,5.781260782,0,No
361,7,ORD,SEA,International,round trip,5,14100,4356,18456,05-08-2024,PayPal,Yes,447.9084409,Android,confirmed,18-08-2024,0,0,No
142,1,ORD,DFW,International,one way,2,19081,5894,24975,28-06-2024,Debit Card,No,0,Android,cancelled,08-07-2024,8.277829033,0,No
149,1,ORD,PNQ,International,one way,1,17251,5329,22580,06-09-2024,Bank Transfer,Yes,256.0891962,iOS,cancelled,08-09-2024,3.723535236,0,No
265,1,ORD,DEN,International,one way,2,26055,8049,34104,08-07-2024,PayPal,Yes,419.7545337,Android,failed,05-08-2024,6.103228172,0,No
337,5,HYD,AMD,International,round trip,5,13765,4252,18017,24-06-2024,Bank Transfer,Yes,0,iOS,confirmed,04-09-2024,0,10.14361997,Yes
335,1,BOM,GOI,International,round trip,5,35295,10903,46198,27-05-2024,PayPal,Yes,612.5366954,Web,cancelled,08-06-2024,8.906279541,0,No
72,3,DFW,SEA,International,round trip,3,36383,11239,47622,08-05-2024,Debit Card,No,0,Android,failed,25-05-2024,13.17186132,0,No
168,1,JFK,SFO,International,round trip,4,26222,8100,34322,07-05-2024,Debit Card,No,0,Web,confirmed,23-05-2024,1.089008594,0,No
345,5,DEL,DEN,International,one way,5,20153,6225,26378,18-04-2024,Credit Card,Yes,410.0981654,Web,confirmed,25-11-2024,0,8.729611773,Yes
314,5,PNQ,SFO,International,round trip,4,15248,4711,19959,07-07-2024,PayPal,Yes,1101.853471,Web,confirmed,18-07-2024,0,0,No
361,5,SEA,PNQ,International,one way,3,33844,10455,44299,13-04-2024,Bank Transfer,Yes,527.7517365,Web,confirmed,04-05-2024,0,0,No
315,1,CCU,DEL,Domestic,round trip,3,7333,2266,9599,07-05-2024,PayPal,Yes,0,Android,failed,03-08-2024,1.669335489,0,No
374,7,CCU,DEN,International,round trip,5,37849,11692,49541,12-09-2024,PayPal,Yes,205.4181767,iOS,confirmed,23-09-2024,0,0,No
449,5,AMD,DEN,International,round trip,2,16889,5217,22106,21-08-2024,Credit Card,Yes,678.5863804,Web,confirmed,25-08-2024,0,0,No
357,5,SFO,JFK,International,one way,5,31908,9857,41765,04-08-2024,Credit Card,No,0,Web,confirmed,25-08-2024,0,0,No
130,5,BLR,DEL,Domestic,round trip,4,11425,3529,14954,13-05-2024,Debit Card,No,0,Web,confirmed,18-05-2024,0,0,No
319,1,MAA,MIA,International,round trip,1,11860,3664,15524,15-05-2024,Debit Card,No,0,Web,confirmed,07-06-2024,14.2484128,0,No
299,3,JAI,CCU,International,one way,4,24244,7489,31733,25-06-2024,PayPal,Yes,0,Android,failed,12-09-2024,9.791932192,0,No
57,3,JAI,DFW,International,one way,5,16265,5024,21289,27-06-2024,Bank Transfer,No,0,Web,confirmed,08-07-2024,7.805937295,0,No
216,5,PNQ,DFW,International,one way,5,27714,8561,36275,02-04-2024,PayPal,Yes,552.6861711,iOS,confirmed,28-07-2024,0,0,No
34,5,AMD,GOI,International,round trip,3,26236,8105,34341,14-05-2024,Credit Card,Yes,0,Web,confirmed,23-11-2024,0,21.34013537,Yes
327,7,PNQ,CCU,International,one way,4,18668,5767,24435,17-05-2024,PayPal,Yes,985.5822026,iOS,confirmed,15-09-2024,0,52.9922626,Yes
382,3,JAI,LAS,International,round trip,2,19038,5881,24919,14-06-2024,PayPal,Yes,0,Web,confirmed,27-07-2024,7.370268724,0,No
343,3,DFW,PNQ,International,round trip,2,34651,10704,45355,01-06-2024,PayPal,Yes,192.8533973,Android,cancelled,27-09-2024,2.804087133,-0.189999329,No
409,1,DEL,MAA,Domestic,round trip,2,6581,2033,8614,22-06-2024,PayPal,Yes,679.1248609,Web,confirmed,21-08-2024,9.874471031,0,No
293,5,LAX,DEL,International,round trip,2,24688,7626,32314,21-05-2024,Debit Card,Yes,777.1109758,Android,confirmed,06-06-2024,0,0,No
325,3,AMD,PNQ,International,one way,3,34423,10633,45056,18-04-2024,PayPal,Yes,572.6184208,Android,failed,09-05-2024,8.325868089,0,No
130,3,HYD,MAA,Domestic,one way,4,10036,3101,13137,06-09-2024,PayPal,Yes,480.3777047,Web,cancelled,30-09-2024,6.984688681,0,No
399,5,JFK,BLR,International,round trip,2,30430,9400,39830,22-07-2024,Bank Transfer,Yes,821.3173313,Web,confirmed,12-08-2024,0,0,No
42,3,GOI,BOM,International,one way,5,32199,9946,42145,22-04-2024,Credit Card,Yes,270.9155733,Android,failed,14-05-2024,3.939110662,0,No
335,1,HYD,JAI,International,round trip,2,33319,10292,43611,22-07-2024,Bank Transfer,Yes,490.2980273,Web,confirmed,09-08-2024,7.128930106,0,No
125,1,SEA,SFO,International,round trip,1,12288,3796,16084,22-07-2024,Debit Card,Yes,467.5112855,Android,failed,13-08-2024,6.79761103,0,No
397,5,DEL,MAA,Domestic,round trip,5,8244,2547,10791,03-04-2024,Bank Transfer,Yes,320.7599199,Web,confirmed,05-01-2025,0,7.260210424,Yes
211,1,ORD,AMD,International,one way,5,33546,10363,43909,12-06-2024,Credit Card,Yes,307.7069339,Web,confirmed,01-07-2024,4.474056805,0,No
132,5,BOM,HYD,Domestic,one way,3,8135,2514,10649,15-05-2024,Credit Card,Yes,972.2998246,Web,confirmed,08-06-2024,0,0,No
417,3,CCU,MAA,Domestic,round trip,2,6423,1984,8407,01-07-2024,Debit Card,Yes,647.856379,Web,confirmed,21-07-2024,9.419827509,0,No
35,3,DEL,GOI,International,one way,3,30869,9535,40404,01-07-2024,Credit Card,Yes,65.64590624,Android,failed,06-07-2024,0.954491047,0,No
475,5,ORD,HYD,International,one way,4,26328,8133,34461,26-08-2024,Credit Card,Yes,166.4811925,Android,confirmed,30-08-2024,0,0,No
495,5,JFK,SEA,International,round trip,4,15730,4859,20589,04-08-2024,Debit Card,Yes,669.7815592,iOS,confirmed,30-08-2024,0,0,No
295,3,CCU,PNQ,International,round trip,2,21809,6737,28546,20-07-2024,PayPal,No,0,iOS,cancelled,11-08-2024,10.36449369,0,No
353,5,LHR,LAX,International,round trip,5,15188,4692,19880,09-07-2024,Bank Transfer,Yes,0,Android,confirmed,14-07-2024,0,0,No
203,5,HYD,JFK,International,round trip,1,16751,5175,21926,21-05-2024,Debit Card,Yes,905.0643378,iOS,confirmed,06-06-2024,0,0,No
354,5,JAI,BOM,International,one way,4,21077,6511,27588,30-03-2024,Bank Transfer,No,0,iOS,confirmed,05-04-2024,0,0,No
345,3,ORD,MAA,International,round trip,3,36386,11240,47626,01-05-2024,Credit Card,No,0,Web,confirmed,03-05-2024,5.742241661,0,No
369,5,BLR,ORD,International,round trip,5,32015,9890,41905,19-04-2024,Credit Card,Yes,221.8074937,Web,confirmed,27-04-2024,0,0,No
474,1,ATL,CCU,International,one way,5,33601,10379,43980,25-03-2024,Debit Card,Yes,671.3126244,Android,confirmed,28-03-2024,9.760881164,0,No
289,3,DFW,GOI,International,one way,5,17396,5374,22770,04-08-2024,Bank Transfer,Yes,203.215378,Android,cancelled,15-08-2024,2.954750265,0,No
10,5,MAA,AMD,International,round trip,3,14837,4583,19420,15-07-2024,Credit Card,Yes,866.3101451,Android,confirmed,01-08-2024,0,0,No
183,3,PNQ,BLR,International,one way,4,16411,5070,21481,24-03-2024,PayPal,Yes,776.748636,Android,confirmed,27-03-2024,11.29392008,0,No
69,3,AMD,DEN,International,round trip,5,37462,11572,49034,30-05-2024,Bank Transfer,Yes,0,Android,cancelled,03-10-2024,11.89513672,55.97980455,Yes
236,1,BOM,SFO,International,one way,3,32566,10060,42626,16-06-2024,PayPal,No,0,Android,failed,22-06-2024,7.211431711,0,No
254,7,BOM,MIA,International,one way,3,29337,9062,38399,08-05-2024,Credit Card,No,0,iOS,confirmed,02-06-2024,0,0,No
352,1,GOI,DEL,International,one way,4,12727,3932,16659,22-06-2024,Bank Transfer,Yes,606.1580549,Android,cancelled,12-07-2024,8.813534149,0,No
53,1,GOI,MIA,International,one way,2,16370,5057,21427,15-07-2024,Bank Transfer,Yes,597.4628488,Web,cancelled,03-08-2024,8.687105909,0,No
434,7,HYD,PNQ,International,round trip,3,18735,5788,24523,12-09-2024,PayPal,Yes,602.4414257,Android,confirmed,05-10-2024,0,0,No
255,3,DEL,MIA,International,one way,1,20761,6413,27174,16-04-2024,Bank Transfer,Yes,340.4052677,Web,confirmed,24-04-2024,4.949490363,0,No
61,1,HYD,MAA,Domestic,round trip,4,3875,1198,5073,20-09-2024,Debit Card,No,0,Web,confirmed,29-09-2024,13.66206443,0,No
467,5,CCU,HYD,Domestic,one way,2,7973,2464,10437,19-06-2024,Bank Transfer,Yes,49.65150214,Web,confirmed,25-07-2024,0,0,No
359,7,MIA,AMD,International,one way,4,36709,11339,48048,20-03-2024,Debit Card,Yes,996.9186383,iOS,confirmed,01-04-2024,0,0,No
271,1,PNQ,LAX,International,one way,3,18298,5653,23951,03-08-2024,Bank Transfer,Yes,354.4560538,Android,failed,11-08-2024,5.153788702,0,No
279,3,DEL,MAA,Domestic,one way,5,5448,1683,7131,10-05-2024,Bank Transfer,Yes,227.4170179,Android,cancelled,18-05-2024,3.306641951,0,No
48,1,SEA,AMD,International,round trip,1,36210,11185,47395,06-08-2024,PayPal,No,0,Web,cancelled,30-08-2024,3.949512873,0,No
493,3,JAI,SEA,International,round trip,3,22440,6932,29372,10-07-2024,Credit Card,Yes,355.4812528,Web,confirmed,30-07-2024,5.168695088,0,No
244,5,LAX,HYD,International,round trip,5,19374,5985,25359,18-05-2024,Credit Card,Yes,0,iOS,confirmed,30-05-2024,0,0,No
219,7,HYD,DEL,Domestic,one way,3,5290,1634,6924,10-05-2024,Bank Transfer,Yes,0,Web,confirmed,28-05-2024,0,0,No
186,5,PNQ,BLR,International,round trip,3,33021,10200,43221,19-05-2024,Credit Card,Yes,262.0304206,iOS,confirmed,13-06-2024,0,0,No
371,7,ATL,PNQ,International,round trip,4,18900,5838,24738,19-05-2024,Credit Card,Yes,1001.527655,Android,confirmed,26-05-2024,0,0,No
421,3,BOM,MIA,International,round trip,4,28092,8678,36770,28-08-2024,Bank Transfer,Yes,770.0629711,Web,cancelled,01-09-2024,11.19671056,0,No
163,7,DEN,BOM,International,round trip,3,15637,4831,20468,06-09-2024,Credit Card,Yes,189.8965851,Android,confirmed,24-09-2024,0,0,No
323,5,PNQ,HYD,International,round trip,4,28641,8847,37488,17-04-2024,Debit Card,Yes,0,Web,confirmed,21-12-2024,0,8.131211501,Yes
443,3,BLR,ATL,International,round trip,4,35061,10830,45891,22-03-2024,Credit Card,Yes,1090.293937,Web,confirmed,26-04-2024,15.8528667,0,No
58,3,GOI,SFO,International,round trip,5,31502,9731,41233,03-05-2024,Debit Card,Yes,0,Web,confirmed,06-07-2024,10.37377786,0,No
8,3,CCU,BOM,Domestic,round trip,1,10622,3282,13904,13-08-2024,Bank Transfer,No,0,Android,failed,28-08-2024,14.54099882,0,No
170,1,GOI,MIA,International,round trip,5,22365,6909,29274,18-08-2024,Credit Card,Yes,981.4837836,Web,cancelled,09-09-2024,14.27076779,0,No
329,5,DEN,SFO,International,round trip,2,11470,3543,15013,16-05-2024,Credit Card,Yes,650.5988822,iOS,confirmed,12-06-2024,0,0,No
383,1,DFW,PNQ,International,round trip,1,34104,10535,44639,12-08-2024,Credit Card,No,0,Android,failed,28-08-2024,2.059946053,0,No
352,5,DEL,ATL,International,one way,2,33212,10259,43471,05-05-2024,Debit Card,No,0,iOS,confirmed,16-05-2024,0,0,No
390,5,BOM,MAA,Domestic,round trip,3,4065,1256,5321,27-05-2024,Credit Card,Yes,0,iOS,confirmed,21-07-2024,0,0,No
375,3,MAA,GOI,International,one way,2,33689,10406,44095,29-04-2024,Debit Card,Yes,331.5822772,Android,failed,27-05-2024,4.82120414,0,No
211,1,CCU,DEL,Domestic,round trip,3,3998,1235,5233,01-04-2024,Credit Card,No,0,Web,confirmed,26-04-2024,10.76101188,0,No
347,7,DEL,SFO,International,round trip,5,25178,7778,32956,30-03-2024,Bank Transfer,Yes,478.1061449,iOS,confirmed,10-04-2024,0,0,No
265,1,DEL,DEN,International,round trip,3,36567,11295,47862,24-05-2024,Debit Card,Yes,1125.706881,Android,cancelled,15-06-2024,16.36777068,0,No
193,3,SFO,SEA,International,round trip,4,14172,4378,18550,03-07-2024,Bank Transfer,No,0,Web,confirmed,11-07-2024,10.82743206,0,No
498,1,CCU,DEL,Domestic,round trip,4,4531,1400,5931,21-06-2024,Debit Card,Yes,382.6567681,Android,failed,28-06-2024,5.563826903,0,No
431,3,CCU,ORD,International,one way,1,28331,8751,37082,22-07-2024,Bank Transfer,Yes,928.6271465,Web,cancelled,30-07-2024,13.50223263,0,No
432,7,GOI,LAX,International,one way,3,21069,6508,27577,08-07-2024,Debit Card,Yes,933.0570585,Web,confirmed,10-07-2024,0,0,No
300,5,DFW,HYD,International,round trip,2,29979,9260,39239,12-09-2024,PayPal,Yes,649.4348889,Web,confirmed,04-10-2024,0,0,No
152,3,DEL,BOM,Domestic,one way,1,7703,2380,10083,06-03-2024,Debit Card,Yes,598.4783717,Web,confirmed,14-09-2024,8.701871606,25.02888217,Yes
35,7,MIA,LAX,International,round trip,2,30929,9554,40483,02-04-2024,Credit Card,Yes,689.3275478,Web,confirmed,11-09-2024,0,20.43027479,Yes
245,5,DFW,DEL,International,one way,2,30630,9462,40092,25-04-2024,PayPal,Yes,0,iOS,confirmed,12-05-2024,0,0,No
202,5,DEL,BLR,Domestic,round trip,1,7018,2168,9186,23-04-2024,Bank Transfer,No,0,Android,confirmed,22-05-2024,0,0,No
118,5,DEN,LAS,International,round trip,2,36278,11206,47484,03-05-2024,Debit Card,Yes,765.5989858,Web,confirmed,09-05-2024,0,0,No
101,1,SEA,CCU,International,one way,4,36808,11370,48178,02-05-2024,Bank Transfer,Yes,0,Web,confirmed,03-09-2024,9.382811675,30.85471363,Yes
260,1,DEN,HYD,International,one way,2,14562,4498,19060,05-04-2024,Bank Transfer,Yes,82.45688844,Android,confirmed,12-04-2024,1.198922618,0,No
362,3,GOI,LAS,International,round trip,2,12480,3855,16335,07-06-2024,Debit Card,Yes,928.3374501,Web,confirmed,13-06-2024,13.49802045,0,No
384,3,DEN,LAX,International,round trip,4,23319,7204,30523,05-05-2024,Bank Transfer,Yes,70.12369313,Android,cancelled,22-05-2024,1.019598039,0,No
257,7,LAX,CCU,International,round trip,5,14186,4382,18568,03-08-2024,Debit Card,Yes,166.2043023,Android,confirmed,09-08-2024,0,0,No
352,1,ORD,MIA,International,one way,4,36274,11205,47479,24-08-2024,Debit Card,Yes,506.922281,Android,cancelled,09-12-2024,7.370646647,38.62891926,Yes
65,7,BLR,GOI,International,round trip,2,33964,10492,44456,29-04-2024,PayPal,Yes,429.9373207,Web,confirmed,06-09-2024,0,10.47898202,Yes
175,5,BOM,CCU,Domestic,round trip,3,8622,2664,11286,16-08-2024,Bank Transfer,Yes,735.0834379,Web,confirmed,29-08-2024,0,0,No
493,5,CCU,LAS,International,round trip,2,20670,6385,27055,28-04-2024,Credit Card,Yes,0,iOS,confirmed,08-08-2024,0,0,No
196,5,JFK,CCU,International,one way,5,30591,9450,40041,24-06-2024,Credit Card,Yes,809.7135755,Web,confirmed,17-08-2024,0,0,No
339,3,JAI,DEL,International,round trip,1,29904,9238,39142,23-04-2024,Debit Card,Yes,240.2189701,Android,failed,09-05-2024,3.492782253,0,No
322,3,JAI,BLR,International,round trip,4,24941,7705,32646,21-08-2024,Credit Card,No,0,Android,cancelled,11-09-2024,6.702910826,0,No
90,7,ORD,PNQ,International,round trip,3,19909,6150,26059,31-07-2024,Bank Transfer,Yes,519.0466274,iOS,confirmed,10-08-2024,0,0,No
362,1,LAS,LAX,International,round trip,5,24246,7490,31736,27-06-2024,Debit Card,Yes,387.0484943,Web,cancelled,24-07-2024,5.627682573,0,No
228,5,CCU,SEA,International,round trip,4,22474,6943,29417,09-08-2024,Bank Transfer,Yes,0,Android,confirmed,23-01-2025,0,23.82126224,Yes
153,3,DEL,LAS,International,round trip,5,19614,6059,25673,15-09-2024,Debit Card,Yes,245.9568702,Web,confirmed,20-09-2024,3.576211282,0,No
209,1,HYD,BLR,Domestic,round trip,5,5713,1765,7478,01-06-2024,Bank Transfer,Yes,0,Android,cancelled,02-06-2024,6.411630442,0,No
371,3,AMD,GOI,International,round trip,2,37036,11441,48477,20-07-2024,Debit Card,No,0,Web,cancelled,30-07-2024,3.27734245,0,No
150,5,JFK,AMD,International,round trip,3,13523,4178,17701,18-06-2024,Credit Card,Yes,255.1664243,iOS,confirmed,04-07-2024,0,0,No
342,3,ORD,MIA,International,round trip,5,32660,10089,42749,16-04-2024,PayPal,Yes,0,Web,confirmed,27-11-2024,6.164053865,19.04547246,Yes
222,3,DEL,AMD,International,one way,5,23264,7186,30450,06-07-2024,Credit Card,Yes,0,Web,confirmed,15-07-2024,7.19562818,0,No
118,3,MIA,SFO,International,round trip,2,21179,6543,27722,24-05-2024,Bank Transfer,Yes,0,Web,confirmed,31-05-2024,6.097170986,0,No
2,5,BLR,SFO,International,round trip,4,25652,7924,33576,21-07-2024,Bank Transfer,Yes,442.2042953,Android,confirmed,13-08-2024,0,0,No
482,3,HYD,JAI,International,one way,5,36855,11385,48240,28-06-2024,Bank Transfer,Yes,0,Android,failed,24-07-2024,12.39141767,0,No
317,5,BOM,DEL,Domestic,one way,4,7330,2265,9595,15-04-2024,Credit Card,Yes,296.2293747,iOS,confirmed,23-12-2024,0,19.7264,Yes
464,1,BOM,HYD,Domestic,round trip,2,11405,3523,14928,22-04-2024,Credit Card,Yes,566.7130695,Web,confirmed,05-05-2024,8.24000432,0,No
256,7,SFO,ATL,International,round trip,5,14665,4531,19196,19-05-2024,Debit Card,No,0,iOS,confirmed,02-06-2024,0,0,No
467,1,JAI,HYD,International,round trip,5,15030,4643,19673,23-06-2024,Bank Transfer,Yes,0,Android,failed,13-12-2024,9.395167517,27.03092572,Yes
344,5,SFO,AMD,International,round trip,4,32335,9988,42323,24-04-2024,PayPal,No,0,Android,confirmed,06-05-2024,0,0,No
115,3,CCU,HYD,Domestic,round trip,4,9026,2789,11815,04-06-2024,Debit Card,Yes,243.1155373,Android,cancelled,26-10-2024,3.53489832,10.37580335,Yes
394,3,DEL,JAI,International,round trip,2,35550,10981,46531,01-05-2024,Credit Card,Yes,0,Android,failed,29-07-2024,2.25942541,0,No
359,1,CCU,JFK,International,round trip,4,23326,7205,30531,23-08-2024,Credit Card,Yes,225.5790013,Android,cancelled,13-09-2024,3.279917202,0,No
191,5,DFW,JFK,International,round trip,1,34245,10578,44823,21-09-2024,Credit Card,Yes,183.6986514,Android,confirmed,24-11-2024,0,10.15598124,Yes
138,7,JFK,MAA,International,one way,1,18715,5781,24496,21-05-2024,Debit Card,Yes,288.4268993,iOS,confirmed,13-06-2024,0,0,No
78,5,BOM,PNQ,International,round trip,5,27676,8549,36225,25-08-2024,PayPal,No,0,Web,confirmed,03-09-2024,0,0,No
77,1,ATL,SFO,International,round trip,2,20367,6292,26659,19-09-2024,Bank Transfer,Yes,0,Web,cancelled,18-10-2024,11.7359323,0,No
27,5,MAA,JAI,International,round trip,4,11972,3699,15671,12-03-2024,Credit Card,Yes,576.439227,Web,confirmed,21-03-2024,0,0,No
367,7,SYD,SFO,International,round trip,2,33508,10351,43859,12-04-2024,Debit Card,No,0,Android,confirmed,20-04-2024,0,0,No
26,7,BLR,LAS,International,one way,3,20105,6211,26316,20-07-2024,Debit Card,Yes,823.5243862,Web,confirmed,05-08-2024,0,0,No
244,3,ATL,JAI,International,round trip,3,27883,8613,36496,01-05-2024,Debit Card,Yes,748.7912008,Android,failed,08-05-2024,10.88741916,0,No
143,1,GOI,BOM,International,round trip,5,14527,4488,19015,20-05-2024,PayPal,Yes,119.5223801,Web,confirmed,20-10-2024,1.737854624,3.182276763,Yes
401,7,HYD,DEN,International,round trip,4,29703,9176,38879,06-07-2024,Bank Transfer,Yes,716.8445597,Android,confirmed,26-07-2024,0,0,No
47,7,SEA,LAX,International,round trip,5,22512,6954,29466,25-08-2024,Credit Card,Yes,670.0719609,Android,confirmed,18-09-2024,0,0,No
192,1,AMD,PNQ,International,round trip,3,33235,10266,43501,26-03-2024,PayPal,Yes,747.439584,Web,confirmed,28-11-2024,10.86776666,30.91042868,Yes
50,5,DFW,SEA,International,round trip,5,34623,10695,45318,18-08-2024,Bank Transfer,Yes,0,iOS,confirmed,09-11-2024,0,61.1865932,Yes
266,3,BOM,SEA,International,one way,2,25955,8018,33973,11-07-2024,Bank Transfer,Yes,270.2143928,iOS,failed,17-01-2025,3.928915502,10.37310782,Yes
386,7,ORD,SEA,International,round trip,1,13710,4235,17945,17-07-2024,PayPal,Yes,941.1424058,Web,confirmed,03-08-2024,0,0,No
146,3,SEA,ORD,International,one way,2,15092,4662,19754,15-06-2024,Bank Transfer,Yes,389.0265459,Web,confirmed,25-06-2024,5.656443431,0,No
364,7,BOM,LAX,International,round trip,1,21598,6672,28270,26-05-2024,Debit Card,Yes,940.4858428,Web,confirmed,18-06-2024,0,0,No
344,5,MIA,BOM,International,round trip,1,13085,4043,17128,28-06-2024,Debit Card,Yes,316.6272104,iOS,confirmed,20-07-2024,0,0,No
481,5,BOM,LAX,International,round trip,5,21581,6667,28248,29-08-2024,Bank Transfer,Yes,118.0942998,Web,confirmed,06-09-2024,0,0,No
193,3,CCU,HYD,Domestic,round trip,1,10302,3183,13485,21-09-2024,Bank Transfer,No,0,Web,confirmed,29-09-2024,5.070323604,0,No
65,7,GOI,AMD,International,one way,2,29988,9263,39251,04-04-2024,Debit Card,Yes,185.0194848,iOS,confirmed,16-04-2024,0,0,No
7,5,CCU,JAI,International,round trip,4,37609,11617,49226,21-06-2024,Bank Transfer,Yes,679.4964925,iOS,confirmed,10-07-2024,0,0,No
126,3,BLR,ATL,International,one way,3,29461,9100,38561,04-07-2024,PayPal,No,0,Web,confirmed,17-07-2024,4.150754398,0,No
70,5,ATL,SEA,International,round trip,2,26144,8076,34220,01-08-2024,Debit Card,Yes,0,iOS,confirmed,18-08-2024,0,0,No
185,5,CCU,ORD,International,round trip,4,31128,9615,40743,31-07-2024,Credit Card,Yes,1393.345033,Android,failed,15-08-2024,0,0,No
171,7,BLR,DEN,International,round trip,3,33057,10211,43268,06-04-2024,Debit Card,Yes,0,Web,confirmed,10-10-2024,0,1.025370842,Yes
495,1,HYD,DEL,Domestic,one way,1,10393,3211,13604,29-08-2024,Bank Transfer,Yes,294.4161568,Web,cancelled,31-08-2024,4.280808993,0,No
180,5,SFO,JAI,International,one way,2,30267,9349,39616,23-06-2024,PayPal,No,0,Web,confirmed,30-06-2024,0,0,No
449,5,LAX,GOI,International,round trip,2,22201,6858,29059,30-05-2024,Bank Transfer,Yes,45.8787063,iOS,confirmed,31-05-2024,0,0,No
373,3,ORD,LAS,International,round trip,3,13073,4039,17112,11-05-2024,Bank Transfer,Yes,240.8267432,Web,confirmed,14-12-2024,3.501619269,10.91464308,Yes
486,7,DEL,HYD,Domestic,one way,4,4197,1297,5494,04-07-2024,Credit Card,Yes,1099.158731,Web,confirmed,13-07-2024,0,0,No
486,7,CCU,BOM,Domestic,one way,4,11387,3518,14905,05-05-2024,PayPal,No,0,iOS,confirmed,28-05-2024,0,0,No
79,7,BOM,LAS,International,round trip,1,25274,7807,33081,24-03-2024,Bank Transfer,Yes,221.2115702,Web,confirmed,09-08-2024,0,0,No
260,1,DEN,BLR,International,one way,5,31481,9724,41205,05-06-2024,Bank Transfer,Yes,462.6388154,Web,confirmed,26-06-2024,6.726765347,0,No
447,3,BLR,MAA,Domestic,round trip,3,10890,3364,14254,09-05-2024,PayPal,Yes,0,Web,confirmed,09-11-2024,6.590427416,15.25413438,Yes
229,1,MIA,SFO,International,round trip,2,33768,10431,44199,31-08-2024,Credit Card,Yes,491.0291929,Web,confirmed,04-09-2024,7.139561249,0,No
489,5,BOM,ORD,International,one way,4,31199,9637,40836,22-05-2024,Debit Card,Yes,497.0616289,Web,confirmed,07-06-2024,0,0,No
87,5,BOM,DEL,Domestic,round trip,1,6484,2003,8487,28-07-2024,PayPal,Yes,567.6171757,Web,confirmed,07-08-2024,0,0,No
12,1,MAA,BLR,Domestic,one way,4,8650,2672,11322,10-09-2024,PayPal,Yes,406.9858937,Web,cancelled,13-09-2024,5.91757223,0,No
351,3,ORD,CCU,International,one way,4,26035,8042,34077,26-04-2024,Credit Card,Yes,0,Web,confirmed,17-11-2024,4.070058111,4.982665587,Yes
117,1,BLR,MIA,International,one way,1,33993,10501,44494,19-03-2024,Debit Card,Yes,678.3051132,Android,confirmed,27-03-2024,9.862551904,0,No
288,1,HYD,DEN,International,round trip,1,35658,11015,46673,16-05-2024,Bank Transfer,Yes,0,Web,cancelled,30-09-2024,12.64242215,31.7734225,Yes
109,1,AMD,CCU,International,round trip,3,33860,10460,44320,05-06-2024,PayPal,Yes,503.9699826,Android,failed,24-06-2024,7.327720247,0,No
102,5,GOI,SEA,International,one way,2,37499,11583,49082,13-04-2024,Debit Card,Yes,168.3435275,Web,confirmed,12-05-2024,0,0,No
64,1,LAX,BOM,International,one way,5,23378,7222,30600,15-05-2024,PayPal,Yes,358.2729701,Android,failed,24-05-2024,5.209286639,0,No
